,comp_produced_prod_mean,price_produced_prod_mean,prod_sp_val_dist,output_all_prdcts,price_produced_prod_std,delta_coefficient,share_produced_products,prod_sp_val_alct,prod_space_struc
0,1.5403592300750026,1.1106283213089467,"normal_[0, 1]",1001.5,0.5007310146369158,2,0.22,degree_centrality,BA_4
1,1.6880875022325623,1.5679431269801538,"normal_[0, 1]",1151.0,1.8529771765099483,2,0.23,degree_centrality,BA_4
2,1.376636944586095,1.2500232036815293,"normal_[0, 1]",1027.0,0.7382949315884016,2,0.22,degree_centrality,BA_4
3,1.5913542097479796,1.2754940235098042,"normal_[0, 1]",1399.3458623198567,0.6662913003919677,2,0.29,degree_centrality,BA_4
4,1.1219537770411123,1.113987812746429,"normal_[0, 1]",434.0,0.6990994720182119,2,0.11,degree_centrality,BA_4
5,1.758226639042746,1.4779116221277395,"normal_[0, 1]",932.0,1.0022754288089557,2,0.19,degree_centrality,BA_4
6,1.2988539558297816,1.0403368892654936,"normal_[0, 1]",1128.5,0.5168979705829513,2,0.24,degree_centrality,BA_4
7,1.5102427508294278,1.2073496049872854,"normal_[0, 1]",1334.5,0.7571919552079782,2,0.29,degree_centrality,BA_4
8,1.28625991991005,1.2308447425878748,"normal_[0, 1]",749.5,0.8536523648270384,2,0.17,degree_centrality,BA_4
9,2.216456353043174,1.3783663995199966,"normal_[0, 1]",1351.0,1.0166002386099338,2,0.24,degree_centrality,BA_4
10,1.4595295211508157,1.1599523304639074,"normal_[0, 1]",905.2934563395269,0.5870689579980978,2,0.21,degree_centrality,BA_4
11,1.8339290679973033,1.3351023609816297,"normal_[0, 1]",1386.0,0.5394191432367397,2,0.28,degree_centrality,BA_4
12,1.027854136372432,0.8180280834287622,"normal_[0, 1]",447.5,0.4578872284645166,2,0.14,degree_centrality,BA_4
13,1.5817668775780291,1.0673412993775588,"normal_[0, 1]",832.0,0.5737164301459629,2,0.17,degree_centrality,BA_4
14,1.2744034150350776,0.9327992435029826,"normal_[0, 1]",651.5,0.3773402586807773,2,0.15,degree_centrality,BA_4
15,2.4188007937789817,2.1058456273426995,"normal_[0, 1]",1495.5,1.815676634204692,2,0.3,degree_centrality,BA_4
16,1.7928122514607088,1.855276581880148,"normal_[0, 1]",792.0,1.925091921303501,2,0.17,degree_centrality,BA_4
17,1.4184710876241842,1.4991096843491034,"normal_[0, 1]",878.5,1.5453217554644572,2,0.22,degree_centrality,BA_4
18,2.248543285199025,1.7107292675455972,"normal_[0, 1]",1112.5,2.08119821969616,2,0.22,degree_centrality,BA_4
19,1.1186043581139362,1.1420892751870084,"normal_[0, 1]",855.5,0.5319648834926319,2,0.2,degree_centrality,BA_4
20,1.5055460287417175,1.3146253576019933,"normal_[0, 1]",1074.5,1.7145295376451493,2,0.26,degree_centrality,BA_4
21,1.5856625103806778,1.5908838492644095,"normal_[0, 1]",975.5,2.291490060852871,2,0.23,degree_centrality,BA_4
22,1.4904270787504954,1.5549838534542422,"normal_[0, 1]",1155.1603483762055,2.2553622462833016,2,0.26,degree_centrality,BA_4
23,1.5213344550074783,1.5014315687203907,"normal_[0, 1]",1342.5,1.4721559831852422,2,0.27,degree_centrality,BA_4
24,1.4403880490972794,1.243333542211023,"normal_[0, 1]",884.5,0.9763877435922842,2,0.22,degree_centrality,BA_4
25,1.9212266713456896,1.1048343272441623,"normal_[0, 1]",1140.5,0.5507497053249106,2,0.21,degree_centrality,BA_4
26,2.312618118127129,1.2050291416432373,"normal_[0, 1]",1196.0,0.5308241020638915,2,0.22,degree_centrality,BA_4
27,2.160827121507744,1.7378201546111218,"normal_[0, 1]",1478.5,2.0147619757269086,2,0.27,degree_centrality,BA_4
28,1.6479918623799918,1.0581436626972187,"normal_[0, 1]",1390.5,0.5320816868007827,2,0.28,degree_centrality,BA_4
29,2.1044462482153747,1.421188500962387,"normal_[0, 1]",1447.5,0.6831519007958837,2,0.27,degree_centrality,BA_4
30,1.7998694776894009,1.2479819873141191,"normal_[0, 1]",1157.5,0.9590782954114796,2,0.24,degree_centrality,BA_4
