,comp_produced_prod_mean,price_produced_prod_mean,prod_sp_val_dist,output_all_prdcts,price_produced_prod_std,delta_coefficient,share_produced_products,prod_sp_val_alct,prod_space_struc,max_info
138,4.875716915447769,122.59670064526523,"normal_[0, 1]",377.5,139.37512092667518,100,0.07,degree_centrality,powerlaw_cluster_4_0.7,0.3
139,5.548137927202898,176.48134723819012,"normal_[0, 1]",556.5,156.6446578763666,100,0.1,degree_centrality,powerlaw_cluster_4_0.7,0.3
140,4.5070505642646825,67.52989123346616,"normal_[0, 1]",468.0,42.522996802897076,100,0.08,degree_centrality,powerlaw_cluster_4_0.7,0.3
141,3.7059393716085873,198.81649091235505,"normal_[0, 1]",450.0,150.172737167902,100,0.09,degree_centrality,powerlaw_cluster_4_0.7,0.3
142,3.7237054974140666,87.55508716428942,"normal_[0, 1]",515.5,112.486251927541,100,0.09,degree_centrality,powerlaw_cluster_4_0.7,0.3
143,3.2266251252940084,34.770695082222296,"normal_[0, 1]",430.0,30.672767256131912,100,0.07,degree_centrality,powerlaw_cluster_4_0.7,0.3
144,4.3469002278287014,76.116630315428,"normal_[0, 1]",331.0,61.2372800066509,100,0.06,degree_centrality,powerlaw_cluster_4_0.7,0.3
145,4.274906672493927,128.36513878051764,"normal_[0, 1]",429.5,112.21468207018776,100,0.08,degree_centrality,powerlaw_cluster_4_0.7,0.3
146,3.3502363011611043,83.72211231523927,"normal_[0, 1]",329.5,148.150671765262,100,0.06,degree_centrality,powerlaw_cluster_4_0.7,0.3
147,4.630704060305762,133.36564048286272,"normal_[0, 1]",233.5,144.4089390580082,100,0.05,degree_centrality,powerlaw_cluster_4_0.7,0.3
148,4.510112706492189,228.0119596866128,"normal_[0, 1]",449.5,161.92864906686782,100,0.09,degree_centrality,powerlaw_cluster_4_0.7,0.3
149,3.8377130201750953,105.46755034580332,"normal_[0, 1]",420.5,89.71587081228162,100,0.08,degree_centrality,powerlaw_cluster_4_0.7,0.3
150,4.642336615528255,19.950442414961874,"normal_[0, 1]",178.0,11.2727336090746,100,0.03,degree_centrality,powerlaw_cluster_4_0.7,0.6
151,4.400661284101344,113.91069437832228,"normal_[0, 1]",444.0,105.71144849153477,100,0.08,degree_centrality,powerlaw_cluster_4_0.7,0.6
152,4.932345886681562,273.8751394188071,"normal_[0, 1]",300.5,215.5023303036504,100,0.07,degree_centrality,powerlaw_cluster_4_0.7,0.6
153,3.140412417980364,47.94719487494173,"normal_[0, 1]",290.0,48.548249928231776,100,0.05,degree_centrality,powerlaw_cluster_4_0.7,0.6
154,3.909078089572272,89.92656529877992,"normal_[0, 1]",569.0,74.61300556021999,100,0.1,degree_centrality,powerlaw_cluster_4_0.7,0.6
155,3.540723159293254,138.09116710990565,"normal_[0, 1]",204.5,145.6850040415149,100,0.04,degree_centrality,powerlaw_cluster_4_0.7,0.6
156,4.452851442105045,125.07448102532246,"normal_[0, 1]",244.5,129.1151254929912,100,0.05,degree_centrality,powerlaw_cluster_4_0.7,0.6
157,3.861325904813177,72.7338486946733,"normal_[0, 1]",461.5,66.64269061516498,100,0.08,degree_centrality,powerlaw_cluster_4_0.7,0.6
158,4.787809786708588,118.5351855650586,"normal_[0, 1]",229.0,84.41685892528504,100,0.05,degree_centrality,powerlaw_cluster_4_0.7,0.6
159,4.0806350921117085,115.97503940482105,"normal_[0, 1]",299.0,78.76437940354789,100,0.06,degree_centrality,powerlaw_cluster_4_0.7,0.6
160,3.5187357577362315,143.3070601200371,"normal_[0, 1]",507.0,113.97611432546843,100,0.1,degree_centrality,powerlaw_cluster_4_0.7,0.6
161,4.1245138609872125,216.6653596422057,"normal_[0, 1]",321.5,171.11199721551102,100,0.07,degree_centrality,powerlaw_cluster_4_0.7,0.6
162,4.677144909954162,112.99946216424816,"normal_[0, 1]",279.0,116.05716845608484,100,0.05,degree_centrality,powerlaw_cluster_4_0.7,0.6
163,4.2658251721669265,96.10009494578523,"normal_[0, 1]",426.5,87.00225083288744,100,0.08,degree_centrality,powerlaw_cluster_4_0.7,0.6
164,3.895209496260666,94.56435043005017,"normal_[0, 1]",458.0,88.81476855663239,100,0.08,degree_centrality,powerlaw_cluster_4_0.7,0.6
165,3.7995684077923073,88.61698197620348,"normal_[0, 1]",515.0,64.07663502055988,100,0.09,degree_centrality,powerlaw_cluster_4_0.7,0.6
166,3.8284598854719913,121.13424561269908,"normal_[0, 1]",529.5,140.26922717955912,100,0.1,degree_centrality,powerlaw_cluster_4_0.7,0.6
