,comp_produced_prod_mean,price_produced_prod_mean,prod_sp_val_dist,output_all_prdcts,price_produced_prod_std,share_produced_products,prod_sp_val_alct,prod_space_struc
42,4.007156110790001,142.08177465082736,"normal_[0, 1]",278.0,174.58793140039376,0.06,Closeness,BA_4
43,3.380506699214928,96.59640718778415,"normal_[0, 1]",626.5,117.69241064198481,0.11,Closeness,BA_4
44,3.0056110397560163,114.36695723033164,"normal_[0, 1]",518.5,154.57549032746158,0.1,Closeness,BA_4
45,4.116998717514527,102.2559913905542,"normal_[0, 1]",383.5,153.8237972142804,0.07,Closeness,BA_4
46,4.1575604675729805,138.67560781856122,"normal_[0, 1]",314.5,129.68138156087022,0.06,Closeness,BA_4
47,4.0475610253081005,81.14426632383713,"normal_[0, 1]",456.5,79.2402597979968,0.08,Closeness,BA_4
48,3.5096046655591056,103.33741516267892,"normal_[0, 1]",319.5,142.93957641216775,0.06,Closeness,BA_4
49,4.4631798772675015,212.99196570060147,"normal_[0, 1]",312.5,203.89022497414985,0.07,Closeness,BA_4
50,3.799488533267712,129.9898658719478,"normal_[0, 1]",440.5,101.47546607059387,0.09,Degree,BA_4
51,3.5197837115262764,45.56134859038389,"normal_[0, 1]",341.0,55.68488901814559,0.06,Degree,BA_4
52,5.308736215807307,128.27156665080284,"normal_[0, 1]",315.5,146.65928356781745,0.06,Degree,BA_4
53,5.024473832944691,255.06261982759648,"normal_[0, 1]",292.57205,216.1501673639061,0.07,Degree,BA_4
54,2.9939577388125844,56.36831533351059,"normal_[0, 1]",323.0,55.507998287624396,0.06,Degree,BA_4
55,4.2763169512940165,42.24052354786304,"normal_[0, 1]",234.0,40.68989460203731,0.04,Degree,BA_4
56,4.627429805287879,57.611183446676435,"normal_[0, 1]",276.0,49.45205505677456,0.05,Degree,BA_4
57,4.149928718513986,248.6511317609793,"normal_[0, 1]",288.5,162.58644457263156,0.07,Degree,BA_4
58,4.565432104342633,147.5037751856917,"normal_[0, 1]",134.5,193.7935822865746,0.03,Degree,BA_4
59,3.8980033831555025,80.44377382305392,"normal_[0, 1]",641.0,55.30633482312169,0.11,Degree,BA_4
60,2.4772252227335443,136.18920838820222,"normal_[0, 1]",426.0,143.61108944237068,0.09,Degree,BA_4
61,4.489051777925848,197.55527433483473,"normal_[0, 1]",253.0,167.08196009364363,0.06,Degree,BA_4
62,4.567742372893762,213.82610434803024,"normal_[0, 1]",426.5,211.7416670582164,0.09,Degree,BA_4
63,5.110414425463323,184.09074011085912,"normal_[0, 1]",326.0,204.46908570221547,0.06,Degree,BA_4
64,4.438763872145271,215.86709874319203,"normal_[0, 1]",220.0,176.65803499050222,0.05,Degree,BA_4
65,3.236753840028717,84.0124215510264,"normal_[0, 1]",556.5,92.99010575421715,0.1,Degree,BA_4
66,3.8569212036444265,86.06766380852943,"normal_[0, 1]",294.5,128.82417325159986,0.05,Degree,BA_4
67,4.30544887826476,279.0985428996829,"normal_[0, 1]",231.5,152.30303119861713,0.06,Degree,BA_4
68,4.939968099827022,74.27453801793355,"normal_[0, 1]",217.0,96.75152961324021,0.04,Degree,BA_4
69,4.282475469890857,206.92068326791167,"normal_[0, 1]",298.5,174.3935479689604,0.07,Degree,BA_4
70,3.6535749489432616,208.2382735101321,"normal_[0, 1]",330.0,201.904668368408,0.07,Degree,BA_4
71,4.516938106392871,76.61295733886493,"normal_[0, 1]",289.0,74.92346340618609,0.05,Degree,BA_4
72,3.926360175858899,79.303925227116,"normal_[0, 1]",607.5,71.07880833421291,0.11,Degree,BA_4
73,4.1441673407288455,29.853936619311717,"normal_[0, 1]",265.5,25.33532071643828,0.05,Degree,BA_4
74,3.2900160073392613,68.89911163177109,"normal_[0, 1]",300.5,68.55129402696127,0.06,Degree,BA_4
75,4.162192332960611,115.71591205172352,"normal_[0, 1]",351.5,127.04837278321699,0.06,Degree,BA_4
76,4.555115082020623,161.00892535858102,"normal_[0, 1]",489.5,132.19067412209174,0.09,Degree,BA_4
77,3.091586511955834,10.918132678089744,"normal_[0, 1]",210.5,7.322694431092245,0.04,Degree,BA_4
78,3.803957885328063,121.89058860254595,"normal_[0, 1]",236.5,181.95430099338074,0.05,Degree,BA_4
79,3.3604602479354795,75.21850687262827,"normal_[0, 1]",571.5,93.97082200344114,0.1,Degree,BA_4
80,4.275719932926878,261.88758656257386,"normal_[0, 1]",245.5,170.1716293003233,0.06,Degree,BA_4
81,4.3852753977912124,89.76137524874181,"normal_[0, 1]",407.0,91.34515375250257,0.07,Degree,BA_4
82,3.436813938249134,69.06192299549127,"normal_[0, 1]",320.5,75.25473837643518,0.06,Degree,BA_4
83,3.728322940680907,125.01418847672663,"normal_[0, 1]",509.1508266887093,111.6526740396972,0.1,Degree,BA_4
84,3.377261389766703,239.32858715651875,"normal_[0, 1]",366.5,166.89759041896542,0.09,Degree,BA_4
85,3.8411970591466416,112.80798938762432,"normal_[0, 1]",595.0,112.92389419502315,0.11,Degree,BA_4
86,3.732045717468599,167.61475444611895,"normal_[0, 1]",208.5,128.85637194248386,0.05,Degree,BA_4
87,2.6505313874971907,76.20207222403957,"normal_[0, 1]",445.5,118.6365015395065,0.08,Degree,BA_4
88,4.1412902957262165,100.57720513001568,"normal_[0, 1]",564.0,81.39853103154572,0.1,Degree,BA_4
89,2.4948271950353726,80.44903074572773,"normal_[0, 1]",439.5,125.87168253672678,0.08,Degree,BA_4
90,3.5236224452225957,121.56381021476123,"normal_[0, 1]",391.5,114.02285494661331,0.08,Degree,BA_4
91,5.2112945379644575,177.709192806072,"normal_[0, 1]",294.5,179.06936055712552,0.06,Degree,BA_4
92,3.978429627477627,139.21790270708559,"normal_[0, 1]",483.0,129.2063382708922,0.09,Degree,BA_4
93,3.634433024584466,99.96709408134558,"normal_[0, 1]",543.0,83.47898783301481,0.1,Degree,BA_4
94,3.2639683136905537,54.47981215664179,"normal_[0, 1]",320.5,60.74445411613899,0.06,Degree,BA_4
95,3.871106734532887,57.21566557504229,"normal_[0, 1]",376.5,57.52768677487033,0.07,Degree,BA_4
96,3.683196405711075,70.20577372655464,"normal_[0, 1]",434.5,72.15087150853925,0.08,Degree,BA_4
97,3.2970152722367847,58.85384736230731,"normal_[0, 1]",347.0,73.13179148264524,0.06,Degree,BA_4
98,5.52738599208305,79.33751181284241,"normal_[0, 1]",422.0,54.643674502072926,0.07,Degree,BA_4
99,3.9726108956499315,179.13974051494117,"normal_[0, 1]",449.5,152.83069221880478,0.09,Degree,BA_4
100,4.66465175129036,139.01591660277694,"normal_[0, 1]",241.0,105.0789827824618,0.05,Eigenvector,BA_4
101,3.539219295512178,21.58737857756352,"normal_[0, 1]",296.0,19.360275281394305,0.05,Eigenvector,BA_4
102,4.653118591807059,9.63268795882675,"normal_[0, 1]",116.0,0.7494027289566798,0.02,Eigenvector,BA_4
103,3.6856306688128657,144.75328598023663,"normal_[0, 1]",465.5,135.6042841680664,0.09,Eigenvector,BA_4
104,3.3732618354595703,91.65900355125015,"normal_[0, 1]",496.0,108.17501794165123,0.09,Eigenvector,BA_4
105,4.567890936821759,57.651592252364814,"normal_[0, 1]",149.0,65.7391448168126,0.03,Eigenvector,BA_4
106,5.230815574805195,159.8936164473269,"normal_[0, 1]",322.5,185.59671944066403,0.06,Eigenvector,BA_4
107,4.800668213310123,179.50968872025658,"normal_[0, 1]",214.5,177.8589902798346,0.04,Eigenvector,BA_4
108,3.540669224946593,131.4236177709969,"normal_[0, 1]",799.5,116.52971377621095,0.15,Eigenvector,BA_4
109,4.725264848655743,83.01484571645908,"normal_[0, 1]",367.0,75.34096573601906,0.06,Eigenvector,BA_4
110,5.274333736589929,144.75232568217618,"normal_[0, 1]",225.5,205.82303078995116,0.04,Eigenvector,BA_4
111,3.8735721585586167,29.180377168121147,"normal_[0, 1]",245.5,33.85547438263269,0.05,Eigenvector,BA_4
112,4.801986785229347,40.184865628214176,"normal_[0, 1]",364.0,26.906223129687692,0.06,Eigenvector,BA_4
113,3.063795708312117,101.55330884485987,"normal_[0, 1]",327.5,123.2644593298817,0.06,Eigenvector,BA_4
114,3.586161102350568,94.75492385407898,"normal_[0, 1]",600.0,93.96093780590289,0.11,Eigenvector,BA_4
115,4.249260485147018,74.40656384064692,"normal_[0, 1]",237.0,64.6173438806775,0.04,Eigenvector,BA_4
116,4.550656846804894,198.84801840689929,"normal_[0, 1]",334.0,178.04461481532573,0.07,Eigenvector,BA_4
117,4.964985880525589,130.78273504133048,"normal_[0, 1]",194.5,198.3431551603912,0.04,Eigenvector,BA_4
118,3.1758537987670232,83.13338188594078,"normal_[0, 1]",456.0,82.55317711735199,0.08,Eigenvector,BA_4
119,4.386718538459005,182.51810505779702,"normal_[0, 1]",347.5,179.0226327228778,0.07,Eigenvector,BA_4
120,4.198798211953408,182.9046907341633,"normal_[0, 1]",622.5,128.95518167008126,0.12,Eigenvector,BA_4
121,4.632818271639477,281.3165722743368,"normal_[0, 1]",208.5,221.66082389722996,0.05,Eigenvector,BA_4
122,2.9856512820728542,130.69966560361442,"normal_[0, 1]",394.5,161.10020352800143,0.08,Eigenvector,BA_4
123,5.267200174260711,148.78429875831017,"normal_[0, 1]",299.5,154.6818269082417,0.06,Eigenvector,BA_4
124,4.826658413241745,155.72868129069477,"normal_[0, 1]",296.5,165.60590810088283,0.06,Eigenvector,BA_4
125,3.9981690387134594,113.82169641137078,"normal_[0, 1]",394.5,149.42373268716386,0.07,Eigenvector,BA_4
126,4.614261159220962,127.83419938698131,"normal_[0, 1]",317.5,134.2421176383697,0.06,Eigenvector,BA_4
127,3.998563772295074,155.4095133914028,"normal_[0, 1]",263.0,172.83301760812145,0.05,Eigenvector,BA_4
128,4.540380282042163,111.70454475515308,"normal_[0, 1]",207.5,164.8205859091757,0.04,Eigenvector,BA_4
129,3.473777592883584,75.10382976214704,"normal_[0, 1]",352.5,129.20678372652148,0.06,Eigenvector,BA_4
130,5.194073163112291,156.4278971589416,"normal_[0, 1]",252.5,176.59262857735317,0.05,Eigenvector,BA_4
131,4.088341547181483,106.99456710125132,"normal_[0, 1]",309.5,127.8562938681316,0.06,Eigenvector,BA_4
132,4.567468728541675,168.9554938535688,"normal_[0, 1]",508.0,158.92388803786395,0.1,Eigenvector,BA_4
133,3.7276738066263664,69.98260390024727,"normal_[0, 1]",282.0,67.03725633470404,0.05,Eigenvector,BA_4
134,4.098187675968087,154.38731903812408,"normal_[0, 1]",421.0,155.96842470072716,0.08,Eigenvector,BA_4
135,3.9731152087310586,61.3944931897017,"normal_[0, 1]",332.5,75.73117557293466,0.06,Eigenvector,BA_4
136,3.8964848735342716,112.1273821085092,"normal_[0, 1]",305.5,118.97997479559551,0.06,Eigenvector,BA_4
137,4.580365087781545,44.16798554432921,"normal_[0, 1]",299.0,25.82121647204945,0.05,Eigenvector,BA_4
138,4.136041295401038,56.46894715188561,"normal_[0, 1]",299.0,51.436153954489114,0.05,Eigenvector,BA_4
139,3.0654373523044405,50.13243180268435,"normal_[0, 1]",395.0,67.52205375003693,0.07,Eigenvector,BA_4
140,4.904988349327527,123.28535425819858,"normal_[0, 1]",390.5,143.8087153831047,0.07,Eigenvector,BA_4
141,4.44968535018659,100.14498302724189,"normal_[0, 1]",269.5,159.33207636122708,0.05,Eigenvector,BA_4
142,3.789135212036857,80.7749046673573,"normal_[0, 1]",353.5,95.42252681063104,0.07,Eigenvector,BA_4
143,4.72330020964547,199.00896714356537,"normal_[0, 1]",218.0,204.50840643091576,0.05,Eigenvector,BA_4
144,4.31274515278082,93.97837806096088,"normal_[0, 1]",307.0,82.85296808992383,0.06,Eigenvector,BA_4
145,3.3429049322005917,166.93954005897058,"normal_[0, 1]",530.0,149.4926728376216,0.11,Eigenvector,BA_4
146,4.072854909503802,35.10817788912415,"normal_[0, 1]",298.0,29.442804657750106,0.05,Eigenvector,BA_4
147,4.027609500065517,72.84680164616053,"normal_[0, 1]",145.0,90.57695618902521,0.03,Eigenvector,BA_4
148,2.7127001086749587,153.19801452436292,"normal_[0, 1]",361.0,161.14347931501888,0.08,Eigenvector,BA_4
149,4.021113855377137,95.01789488917869,"normal_[0, 1]",246.0,82.79480838382747,0.05,Eigenvector,BA_4
150,2.9261163385106883,75.58284504235232,"normal_[0, 1]",446.5,105.44789705025732,0.08,Random,BA_4
151,3.6755124649585063,96.76897163156728,"normal_[0, 1]",418.0,98.78803562058027,0.08,Random,BA_4
152,3.8327054499856668,155.30742478481432,"normal_[0, 1]",791.5,153.15732104201794,0.15,Random,BA_4
153,4.984071575568589,268.6403178405989,"normal_[0, 1]",685.9500001371864,210.0949686329551,0.14,Random,BA_4
154,4.159669674528288,181.8976469644505,"normal_[0, 1]",573.0,174.00151279007753,0.11,Random,BA_4
155,3.7577617489124937,183.75523911336253,"normal_[0, 1]",316.0,158.53917171700095,0.07,Random,BA_4
156,4.190303905143826,172.88769210085542,"normal_[0, 1]",621.0,163.6264066321761,0.12,Random,BA_4
157,4.295137030751651,238.02094546774143,"normal_[0, 1]",507.5,148.21219928378514,0.11,Random,BA_4
158,3.7083702412460666,183.9006937118406,"normal_[0, 1]",652.5,171.1263844220914,0.13,Random,BA_4
159,3.2171494470010757,160.7135327470057,"normal_[0, 1]",793.0,131.50997989225644,0.16,Random,BA_4
160,3.7103607330775024,130.2210346632902,"normal_[0, 1]",596.0,116.75044073598828,0.11,Random,BA_4
161,3.9905821700077713,101.54230049718305,"normal_[0, 1]",317.5,124.51040491634356,0.06,Random,BA_4
162,3.9103653693394635,211.5316035647461,"normal_[0, 1]",458.0357258427026,170.42283469237663,0.1,Random,BA_4
163,3.9974662809208135,125.11109202208829,"normal_[0, 1]",546.5,120.9711928359643,0.1,Random,BA_4
164,3.00420292161656,134.86292089043008,"normal_[0, 1]",880.5,124.11661924266828,0.17,Random,BA_4
165,3.3751544746026916,171.5133636069543,"normal_[0, 1]",868.5,138.99540446334063,0.17,Random,BA_4
166,5.174368234119691,323.51293588200883,"normal_[0, 1]",241.0,223.52193914947497,0.06,Random,BA_4
167,3.362395781015805,150.29730700978922,"normal_[0, 1]",504.5,132.84010811605506,0.1,Random,BA_4
168,4.430800615930469,186.7264744318692,"normal_[0, 1]",480.5,120.73718184396529,0.1,Random,BA_4
169,3.70505031560092,175.1716476110019,"normal_[0, 1]",654.0,137.33232419344156,0.13,Random,BA_4
170,3.461594089489321,121.35101606978037,"normal_[0, 1]",651.5,128.52132382618004,0.12,Random,BA_4
171,3.5845202769569915,136.00609799780892,"normal_[0, 1]",733.5,108.25592428767206,0.14,Random,BA_4
172,4.272627330326011,175.89055042010582,"normal_[0, 1]",481.5,209.6483243960123,0.09,Random,BA_4
173,4.381081926183311,163.09192921316392,"normal_[0, 1]",312.0,190.413852555606,0.06,Random,BA_4
174,3.8382592046976303,161.72596997650982,"normal_[0, 1]",402.5,158.62784862319725,0.08,Random,BA_4
175,3.8613877943989783,125.80024654508064,"normal_[0, 1]",378.0,158.720061184965,0.07,Random,BA_4
176,3.7899586656041584,185.49418801123082,"normal_[0, 1]",494.0,148.01692933412502,0.1,Random,BA_4
177,3.791439553307988,196.5964698527681,"normal_[0, 1]",596.0,130.6491489197952,0.12,Random,BA_4
178,3.47630273735616,120.69976833664222,"normal_[0, 1]",410.5,79.27900419598869,0.08,Random,BA_4
179,3.5997581133256404,162.90240590356456,"normal_[0, 1]",487.5,149.09380153965316,0.1,Random,BA_4
180,3.4921569805202766,139.2940743668394,"normal_[0, 1]",625.0,120.25863531497187,0.12,Random,BA_4
181,3.576512285008888,152.69054878454662,"normal_[0, 1]",667.5,133.68086626460018,0.13,Random,BA_4
182,2.9578736742040084,159.0525190440708,"normal_[0, 1]",361.0,123.85392202623407,0.08,Random,BA_4
183,3.88515085509961,182.94913745117958,"normal_[0, 1]",602.0,160.55605042687412,0.12,Random,BA_4
184,3.3516092335271384,134.3882873139212,"normal_[0, 1]",839.8722675,109.26402986218359,0.16,Random,BA_4
185,2.917038050356638,128.26545185743774,"normal_[0, 1]",693.3680164831674,90.41913858233241,0.14,Random,BA_4
186,3.81487508340262,235.31307057046533,"normal_[0, 1]",396.5,170.42366411867454,0.09,Random,BA_4
187,3.820083338405618,240.1275607960479,"normal_[0, 1]",774.5,165.26133128629962,0.17,Random,BA_4
188,3.3888954868290084,164.9913880304353,"normal_[0, 1]",714.4315191791012,135.19110232289418,0.14,Random,BA_4
189,4.884019337973331,280.5307418034708,"normal_[0, 1]",857.5,181.69134723233608,0.18,Random,BA_4
190,3.844250928784706,115.21659088413357,"normal_[0, 1]",415.5,85.61135985511187,0.08,Random,BA_4
191,4.226050209206498,277.23056887543265,"normal_[0, 1]",282.0,183.3936869079932,0.07,Random,BA_4
192,4.534274758463059,74.39828298461063,"normal_[0, 1]",408.0,75.39268570343461,0.07,Random,BA_4
193,3.4495831408437074,128.0349085758189,"normal_[0, 1]",383.0,158.07756724503926,0.07,Random,BA_4
194,3.8672958627639593,185.61732128901332,"normal_[0, 1]",268.0,136.89378787789968,0.06,Random,BA_4
195,3.3018066722882318,149.71966291336088,"normal_[0, 1]",559.5,140.1037616435728,0.11,Random,BA_4
196,3.217174247662528,89.14934774705112,"normal_[0, 1]",377.5,75.09522235584689,0.07,Random,BA_4
197,4.046228903967196,159.08430546610373,"normal_[0, 1]",512.0,150.26184458331687,0.1,Random,BA_4
198,3.8261050388249935,270.1315179223851,"normal_[0, 1]",688.5,188.45639946191287,0.15,Random,BA_4
199,4.583210806122622,174.8759751327666,"normal_[0, 1]",476.0,176.55756869485748,0.09,Random,BA_4
