11;12;0.32499999
11;13;0.27500001
11;14;0.375
11;111;0.34999999
11;112;0.34999999
11;113;0.27500001
11;114;0.32499999
11;115;0.30000001
11;116;0.30000001
11;118;0.34999999
11;142;0.5
11;149;0.42500001
11;223;0.52499998
11;224;0.34999999
11;230;0.30000001
11;240;0.42500001
11;251;0.39534885
11;341;0.27500001
11;342;0.30952382
11;411;0.42500001
11;412;0.42500001
11;421;0.27500001
11;430;0.34999999
11;440;0.34999999
11;452;0.27500001
11;459;0.30000001
11;460;0.38
11;470;0.36956522
11;481;0.43181819
11;482;0.32499999
11;484;0.42307693
11;488;0.30000001
11;541;0.27500001
11;542;0.32499999
11;544;0.30000001
11;545;0.34042552
11;548;0.30000001
11;565;0.32499999
11;571;0.30000001
11;572;0.27500001
11;577;0.2857143
11;579;0.30000001
11;583;0.40425533
11;585;0.26666668
11;586;0.375
11;589;0.32499999
11;612;0.36170211
11;615;0.40425533
11;616;0.5
11;619;0.30000001
11;620;0.40000001
11;712;0.34999999
11;730;0.40000001
11;811;0.30000001
11;812;0.30612245
11;813;0.34999999
11;814;0.40000001
11;819;0.42500001
11;913;0.30000001
11;914;0.31707317
11;980;0.40816328
11;1110;0.39130434
11;1122;0.375
11;1123;0.34999999
11;1124;0.375
11;1222;0.39534885
11;1223;0.32499999
11;2111;0.4893617
11;2112;0.44897959
11;2116;0.30000001
11;2224;0.40000001
11;2226;0.42500001
11;2238;0.5
11;2450;0.5
11;2460;0.44999999
11;2471;0.34999999
11;2472;0.36363637
11;2479;0.30000001
11;2482;0.34999999
11;2483;0.37254903
11;2511;0.43478259
11;2672;0.32499999
11;2690;0.3255814
11;2711;0.42500001
11;2734;0.40000001
11;2782;0.27500001
11;2783;0.37209302
11;2789;0.30000001
11;2820;0.46000001
11;2871;0.27500001
11;2875;0.27500001
11;2881;0.30000001
11;2882;0.39743590000000006
11;2890;0.35555556
11;2911;0.3488372
11;2919;0.40000001
11;2924;0.30909091
11;2926;0.30000001
11;2929;0.27500001
11;3340;0.25581396
11;3510;0.54545456
