,comp_produced_prod_mean,price_produced_prod_mean,output_all_prdcts,price_produced_prod_std,share_produced_products,prod_space_struc
215,3.4618130256183703,173.50912349673774,738.5,164.21151813864884,0.14,Regular
216,3.334872491911037,152.5269442878451,747.0,119.41271105977891,0.15,Regular
217,4.5641323093061805,319.86344056999263,360.0,178.01300410577701,0.09,Regular
218,4.388399032245722,151.29144598008466,594.8722675,153.27419979848833,0.11,Regular
219,4.07184065361484,195.96987342173904,640.5,167.28336352705068,0.13,Regular
220,3.572070034828037,241.02316629074988,685.0,190.06583930761838,0.15,Regular
221,3.84754725244784,94.41747322648828,620.5,80.86898749093274,0.11,Regular
222,3.4977924005626044,178.06523218398289,680.0,156.0036658570447,0.14,Regular
223,4.329946364625348,169.3436836079569,572.5,157.47746188302108,0.11,Regular
224,2.70839097117364,113.22196106936244,746.0,111.49895844166132,0.14,Regular
225,4.899047438439804,253.78258419076556,421.0,194.6961195659873,0.09,Regular
226,3.8023802882271855,208.3969464145278,772.5,179.1375970743406,0.16,Regular
227,4.347026896195362,193.27190910306328,650.5,127.62004359596436,0.13,Regular
228,3.039054816595236,128.5952760658673,546.5,133.0060862973597,0.11,Regular
229,4.443609989283921,251.4791479991376,385.0,185.07178396598428,0.08,Regular
230,4.018462387284836,269.1819644350661,672.0,195.7261445475656,0.15,Regular
231,3.43378583367988,174.90114067110568,796.0,139.59213648685272,0.16,Regular
232,3.5497842866982947,142.9787741125511,807.5755051649955,143.0103653159711,0.16,Regular
233,3.410645892135392,157.97394929883146,816.0,137.69156893821273,0.16,Regular
234,3.330136543848977,121.53281861279005,562.0,90.14832871559321,0.11,Regular
235,3.68714227871652,110.58552659554869,533.0,128.34497582741716,0.1,Regular
236,3.1931292971264713,187.75216357077144,235.5,125.91211174192628,0.06,Regular
237,4.015511950119734,173.11588442972302,440.056536675,144.69791718487963,0.09,Regular
238,2.8337267949484817,146.9057110309262,718.5,120.1456203459403,0.15,Regular
239,3.4588115388309717,171.25069932533418,379.0,146.99023207989842,0.08,Regular
240,3.314903210840761,157.7250365691224,599.5,143.63796415897363,0.12,Regular
241,4.127915050713459,193.26910328080245,755.5,137.671477296243,0.15,Regular
242,3.2240325633802933,152.29421370315183,419.0,109.83722272776166,0.09,Regular
243,3.7291399818115116,176.95227156154675,542.0,142.8031667398431,0.11,Regular
244,3.9349852467307302,220.9487294764743,556.5,191.16878324598343,0.12,Regular
245,3.2659714831711715,173.66176005886814,750.5,145.91141891562867,0.15,Regular
246,3.619060119329136,115.84230417360668,602.0,127.06500835991426,0.11,Regular
247,3.9717279570787585,173.01307958441106,723.0,144.99396332546132,0.14,Regular
248,3.8871426315574866,128.90201137143154,361.0,135.2208831342183,0.07,Regular
249,3.9989559440208895,143.53632680438602,559.5,138.21082516975062,0.11,Regular
250,3.6228610537403303,177.62921058215923,487.5,142.72446313607452,0.1,Ring
251,2.1228964655413884,121.86454301889131,420.0,80.22495517041881,0.1,Ring
252,3.6578923541463952,121.40493956828509,200.0,121.4600334262969,0.05,Ring
253,3.0751255743529957,199.29516930762986,344.5,148.84722455940118,0.09,Ring
254,3.0524608501601502,121.46007570946794,353.0,104.51728138856731,0.08,Ring
255,3.2091917935646475,97.74976327019085,165.0,87.09364964487837,0.04,Ring
256,3.0874969580407394,172.13349730635457,227.0,103.80894042197838,0.06,Ring
257,3.452229097937402,129.92442888267658,439.5,78.3279584879172,0.09,Ring
258,2.516163420875915,126.66673999166706,432.0,105.58776694141363,0.1,Ring
259,2.2269003641643006,73.87658964462533,375.0,73.13471884498524,0.08,Ring
260,2.7376919001299256,133.93163366083,228.0,83.93794830336223,0.06,Ring
261,3.3528076180115227,58.317637751525794,134.5,58.244196785448416,0.03,Ring
262,3.1414504838102992,43.64107710237139,118.5,57.752652863519536,0.03,Ring
263,3.9071588254279055,57.477761644927895,194.5,48.41766975108656,0.04,Ring
264,2.460650381597669,78.67433707159442,257.5,80.41436152033026,0.06,Ring
265,2.5726248623941466,46.237954990891076,164.0,50.42527371426778,0.04,Ring
266,2.6715760433773124,148.11902162856126,350.0,93.2857213540997,0.09,Ring
267,3.600670185536195,185.95536378946576,348.0,108.20312136240791,0.08,Ring
268,2.2359999392746923,118.14255510373944,424.0,81.24678964515104,0.1,Ring
269,3.4960105883813433,134.3990101596402,326.5,120.55347937702885,0.07,Ring
270,2.0892516983443463,41.10033895666886,380.5,32.11766447288175,0.08,Ring
271,2.04417884217102,131.139778644834,605.5,90.4201861932564,0.14,Ring
272,2.556722273817956,153.44952771847107,319.0,117.5460572925205,0.08,Ring
273,2.7606618113782013,90.66917896863123,278.5,89.98167170802624,0.06,Ring
274,2.7408100369891093,138.49370343723564,282.5,129.75892474477527,0.07,Ring
275,4.382927384050514,104.20583611791152,117.5,113.04772975585064,0.03,Ring
276,3.2915422518902324,146.22745991265646,482.5,115.01990865961989,0.1,Ring
277,3.4062317136131184,99.74967013657906,232.0,81.761879291048,0.05,Ring
278,2.333852348124218,73.60489070001074,319.5,60.3865795045263,0.07,Ring
279,3.3968459942597122,34.436567457585554,339.5,29.061405984014627,0.06,Ring
280,4.504730427244117,126.91047088480269,234.5,116.8394296376333,0.05,Ring
281,3.861687318189468,193.58946376377438,303.0,130.60929716262766,0.07,Ring
282,2.293140248247416,57.324721621951895,203.5,70.93447048306538,0.05,Ring
283,3.0832047666074414,140.5575562878279,313.0,85.01438452976026,0.07,Ring
284,2.7822515443604408,64.14615871724405,233.0,46.897431223492795,0.05,Ring
285,2.8104720613902887,101.19311797179009,585.5,69.14401956446125,0.12,Ring
286,2.061404606647092,51.56958032744967,360.5,25.978285256693145,0.08,Ring
287,2.871750638575568,64.28929484973365,219.0,50.630478773850434,0.05,Ring
288,2.635528340954938,167.46842793644888,594.0,113.99855123667616,0.14,Ring
289,4.127431926724651,158.34655260759462,322.0,83.7151816413201,0.07,Ring
290,1.8920517237713343,87.87745452801295,421.0,85.12500221572537,0.09,Ring
291,3.169741860597965,202.1497087864037,368.5,113.25744917891329,0.09,Ring
292,2.2115604957367045,110.99466483161665,287.0,103.89064795246829,0.07,Ring
293,3.5117676755593994,143.29221578265023,396.0,95.53610455668979,0.08,Ring
294,2.2359190101847384,117.33383404513144,363.0,89.59831172492798,0.09,Ring
295,2.1821892308665434,58.42473043642861,446.0,47.70836841234503,0.09,Ring
296,3.1290315681198653,68.29469581378409,123.5,73.63337005920431,0.03,Ring
297,3.694802251353847,43.78125171330449,215.5,34.636356008583796,0.04,Ring
298,2.7617907555172683,85.84327718044851,153.0,93.6784473576625,0.04,Ring
299,3.565791446835888,208.43421398123056,178.5,115.9073618086308,0.05,Ring
