,comp_produced_prod_mean,price_produced_prod_mean,prod_sp_val_dist,output_all_prdcts,price_produced_prod_std,delta_coefficient,share_produced_products,prod_sp_val_alct,prod_space_struc,max_info,nominal_demand
0,4.3048782247615245,183.3623819074783,"normal_[0, 1]",385.0,158.71593380975938,100,0.07,degree_centrality,BA_4,0.5,75
1,4.129088572649548,99.39489679143296,"normal_[0, 1]",421.5,101.85098851097764,100,0.08,degree_centrality,BA_4,0.5,75
2,4.447549764927005,191.93426744945214,"normal_[0, 1]",267.0,183.45616761149537,100,0.06,degree_centrality,BA_4,0.5,75
3,4.986228875094878,247.66358534078014,"normal_[0, 1]",440.0,189.8322701400657,100,0.09,degree_centrality,BA_4,0.5,75
4,4.1185115253329645,123.19097925052648,"normal_[0, 1]",453.5,148.1225403573956,100,0.08,degree_centrality,BA_4,0.5,75
5,3.374755572895181,122.15466451615588,"normal_[0, 1]",538.0,145.49577968086032,100,0.1,degree_centrality,BA_4,0.5,75
6,3.3114631459411985,92.28652462630455,"normal_[0, 1]",423.5233605180256,112.340954322076,100,0.08,degree_centrality,BA_4,0.5,75
7,4.511889893115402,282.8278556102592,"normal_[0, 1]",286.0,199.27423501481655,100,0.07,degree_centrality,BA_4,0.5,75
8,3.832025356639416,180.11441052023864,"normal_[0, 1]",412.1800697353067,121.10730985051863,100,0.09,degree_centrality,BA_4,0.5,75
9,4.1400321247838106,110.90783985540483,"normal_[0, 1]",505.5,104.00482576712572,100,0.09,degree_centrality,BA_4,0.5,75
10,2.789818519665562,137.08229990072485,"normal_[0, 1]",415.5,144.58796043512018,100,0.09,degree_centrality,BA_4,0.5,75
11,5.649540486644685,152.93259684887187,"normal_[0, 1]",503.5,164.67173290185252,100,0.09,degree_centrality,BA_4,0.5,75
12,4.807687799384149,203.3521162843663,"normal_[0, 1]",301.0,194.38134770524428,100,0.06,degree_centrality,BA_4,0.5,75
13,4.15954513080177,103.78152177322173,"normal_[0, 1]",371.5,124.95350264908724,100,0.07,degree_centrality,BA_4,0.5,75
14,4.686631784429824,168.92263860354228,"normal_[0, 1]",292.0,199.19225547968747,100,0.06,degree_centrality,BA_4,0.5,75
15,4.235939196551547,145.7431626550399,"normal_[0, 1]",368.0,171.54075812587342,100,0.07,degree_centrality,BA_4,0.5,75
16,4.107614873001105,33.54935533988963,"normal_[0, 1]",310.0,20.694363328469933,100,0.05,degree_centrality,BA_4,0.5,75
17,3.984768452615657,110.22274851612416,"normal_[0, 1]",441.5,114.73289628365656,100,0.08,degree_centrality,BA_4,0.5,75
18,3.9889635874911256,158.5072047790043,"normal_[0, 1]",468.0,130.89345181946305,100,0.09,degree_centrality,BA_4,0.5,75
19,3.6646323189243177,113.16394000633079,"normal_[0, 1]",667.0,82.5026654885555,100,0.12,degree_centrality,BA_4,0.5,75
20,4.396548397754821,151.2858934978299,"normal_[0, 1]",468.0,144.85733301273802,100,0.09,degree_centrality,BA_4,0.5,75
21,4.371966556562503,174.4404858660711,"normal_[0, 1]",788.5,153.01368123716654,100,0.15,degree_centrality,BA_4,0.5,75
22,5.601161479731057,161.6135602064147,"normal_[0, 1]",398.5,182.3586870654081,100,0.07,degree_centrality,BA_4,0.5,75
23,3.9054454650593287,77.28051974971923,"normal_[0, 1]",404.0,60.25028076383533,100,0.07,degree_centrality,BA_4,0.5,75
24,3.6807504584178288,216.1122725409937,"normal_[0, 1]",598.0,126.93788677004784,100,0.13,degree_centrality,BA_4,0.5,75
25,4.315392178343419,298.9917884427242,"normal_[0, 1]",359.5,172.4136484616285,100,0.09,degree_centrality,BA_4,0.5,75
26,4.1381510348668025,112.73199473488424,"normal_[0, 1]",317.5,128.03439558654782,100,0.06,degree_centrality,BA_4,0.5,75
27,3.5789669260864354,160.42712141690768,"normal_[0, 1]",227.0,156.76190871816792,100,0.05,degree_centrality,BA_4,0.5,75
28,4.41726861110663,206.5518849177205,"normal_[0, 1]",484.5,162.03028921017338,100,0.1,degree_centrality,BA_4,0.5,75
29,4.040011134053132,84.14473545439887,"normal_[0, 1]",319.0,97.26978933025515,100,0.06,degree_centrality,BA_4,0.5,75
30,4.85521778745421,121.65405520766828,"normal_[0, 1]",344.5,154.44932323749805,100,0.06,degree_centrality,BA_4,0.5,75
31,4.121932177205154,54.64647052652778,"normal_[0, 1]",296.0,40.32015979145999,100,0.05,degree_centrality,BA_4,0.5,75
32,3.8513028070050486,105.30776730793241,"normal_[0, 1]",219.5,142.86742883697227,100,0.04,degree_centrality,BA_4,0.5,75
33,3.8517014673933545,77.13152101598217,"normal_[0, 1]",331.0,79.82775440551086,100,0.06,degree_centrality,BA_4,0.5,75
34,3.9467963478539687,116.42570623390995,"normal_[0, 1]",164.5,149.9075890326775,100,0.03,degree_centrality,BA_4,0.5,75
35,3.269595566189773,122.1072265516807,"normal_[0, 1]",505.0,91.99544471392744,100,0.1,degree_centrality,BA_4,0.5,75
36,3.757161436143917,99.68347577482331,"normal_[0, 1]",494.0,72.48511866854855,100,0.09,degree_centrality,BA_4,0.5,75
37,4.27529194977902,165.77414021040929,"normal_[0, 1]",633.5,156.65928179344039,100,0.12,degree_centrality,BA_4,0.5,75
38,3.995350140014085,262.0193906206138,"normal_[0, 1]",321.0,188.49081674476588,100,0.08,degree_centrality,BA_4,0.5,75
39,2.3327666515817618,133.7626847274557,"normal_[0, 1]",422.5,143.93517292353383,100,0.09,degree_centrality,BA_4,0.5,75
40,4.342540813576266,126.20048621007757,"normal_[0, 1]",206.5,179.4076270726613,100,0.04,degree_centrality,BA_4,0.5,75
