,comp_produced_prod_mean,price_produced_prod_mean,prod_sp_val_dist,output_all_prdcts,price_produced_prod_std,share_produced_products,prod_space_struc
0,0.5732017219762081,16.276612601265445,Exp(1),701.5,43.08438069509637,0.12,BA_4
1,1.8311710324550163,57.9820608660009,Exp(1),694.5,95.58124467917006,0.13,BA_4
2,1.5345276197147542,98.0724713795341,Exp(1),520.0,122.32522133641972,0.11,BA_4
3,2.267945894377774,46.518823344222405,Exp(1),644.5,64.28195070845706,0.11,BA_4
4,1.983587967094424,36.33826425932897,Exp(1),868.0,46.98382466447006,0.16,BA_4
5,1.5964839837417957,39.4220208522734,Exp(1),590.7913506901384,81.3148854110747,0.11,BA_4
6,1.183335390518388,12.489093308025966,Exp(1),899.0,17.556887925072836,0.15,BA_4
7,0.963559416524502,27.9673733758952,Exp(1),1098.2707212607806,61.75768080891877,0.2,BA_4
8,1.8894199336982456,81.18426066298912,Exp(1),677.1759767121778,107.071661230597,0.13,BA_4
9,1.0153086350844125,42.03683218418238,Exp(1),748.3291803691764,75.13499757694143,0.14,BA_4
10,1.2476623067344328,59.77618657671485,Exp(1),745.5,135.8079723230665,0.14,BA_4
11,1.9256883487994592,97.07619712981821,Exp(1),722.5,101.82080337140728,0.14,BA_4
12,2.336448563311372,95.45379459091271,Exp(1),587.5,122.82753354775856,0.12,BA_4
13,0.7808593894934722,41.58127111438315,Exp(1),1098.0,85.67743563657315,0.21,BA_4
14,1.3101366348474348,54.81145883132342,Exp(1),928.0,104.86795904397616,0.17,BA_4
15,1.3412664732821211,56.36450582626171,Exp(1),802.0,84.52536268488132,0.15,BA_4
16,1.3680124750556193,49.64890621431272,Exp(1),1128.0,72.92208880340101,0.21,BA_4
17,1.5880952390919916,32.846246047792256,Exp(1),621.0,60.635366042899186,0.11,BA_4
18,1.451638127877686,33.183287617285536,Exp(1),899.0,50.59590513899894,0.16,BA_4
19,1.8118875785956732,39.17286855464853,Exp(1),760.5,63.49039587646657,0.13,BA_4
20,1.198613653909831,54.575339029118425,Exp(1),867.5,144.21623498357675,0.16,BA_4
21,1.5044695160660586,68.82961488470009,Exp(1),542.9500663003755,105.2663456799168,0.11,BA_4
22,1.4450043019921293,87.6879791015906,Exp(1),535.5,134.9068534373947,0.12,BA_4
23,2.2544386155932177,65.06016862665582,Exp(1),444.5,98.70907998662666,0.08,BA_4
24,1.5487988436599767,75.91628332108587,Exp(1),958.0,102.280287203187,0.19,BA_4
25,1.9555901927852601,59.361923768505754,Exp(1),531.7040331444189,87.45978649850522,0.1,BA_4
26,1.42604177301474,37.54111618267272,Exp(1),879.0,62.82000782022289,0.16,BA_4
27,1.7356237267171788,104.06615319944498,Exp(1),982.0,121.32678978737032,0.2,BA_4
28,1.5988182421429191,84.48956114475466,Exp(1),340.0,92.93857582236014,0.08,BA_4
29,1.217968587982288,22.566803642667548,Exp(1),543.0,37.00683502243099,0.1,BA_4
30,1.6588553329664766,30.94938999257848,Exp(1),728.0,56.71051019168983,0.13,BA_4
31,2.165776513102593,45.78062659288748,Exp(1),515.5,85.4383758242641,0.1,BA_4
32,1.0847252180365654,15.93259932782197,Exp(1),898.5,32.89524519528985,0.17,BA_4
33,1.9685129550222893,55.91820765688301,Exp(1),475.0,105.41142905144035,0.09,BA_4
34,1.1685490185753045,37.561929063418134,Exp(1),531.5,85.01324615828403,0.12,BA_4
35,1.9445359044868893,94.41374995430901,Exp(1),523.3722675,109.63842968397114,0.1,BA_4
36,1.6267244659422064,60.26147697631488,Exp(1),1057.0,113.4388903780182,0.19,BA_4
37,0.6324755873087677,40.49381960848304,Exp(1),995.0,100.8011871451572,0.18,BA_4
38,1.6784616421718117,37.55527323620011,Exp(1),718.0917617961996,62.69924337403839,0.14,BA_4
39,1.4499775357536862,27.723087326264054,Exp(1),762.5,51.66821190777564,0.14,BA_4
40,1.0177693338033231,44.170301770355415,Exp(1),849.0,102.08736728807158,0.16,BA_4
41,2.0404432081797848,44.92660752975236,Exp(1),658.0,80.83436912231652,0.13,BA_4
42,2.0154583896645017,73.31894335444119,Exp(1),670.0,137.47438145687423,0.13,BA_4
43,1.6871826591324508,28.245017542021422,Exp(1),546.0,61.836731947804346,0.1,BA_4
44,1.656786164617133,71.38650949210724,Exp(1),897.0,106.71414235874649,0.16,BA_4
45,2.24285389176408,85.33608349547258,Exp(1),856.0,103.40640843344448,0.16,BA_4
46,2.3203352437077793,48.70667064790433,Exp(1),860.5,54.70571321633376,0.15,BA_4
47,1.4651796443164409,70.86037717487682,Exp(1),1043.0,113.6651824470248,0.19,BA_4
48,1.4057177614270704,36.50146111728688,Exp(1),779.0,58.82111373541152,0.14,BA_4
49,1.877213297999687,73.50707623155895,Exp(1),727.8620651712487,84.80976382096543,0.14,BA_4
50,0.08001018046614122,3.661453768447741,Exp(0.1),740.5,7.940602307893051,0.17,BA_4
51,0.060469935673272586,1.9535941077595185,Exp(0.1),1024.0,3.3788285194217402,0.2,BA_4
52,0.06557792470619818,1.9572708886876915,Exp(0.1),873.0,2.4626481927758284,0.16,BA_4
53,0.062327617189400726,1.8287631690004629,Exp(0.1),866.5,1.922571122790817,0.17,BA_4
54,0.05420941988354348,1.913052035350456,Exp(0.1),967.1936709301027,3.1548507790417144,0.2,BA_4
55,0.07177407818368604,2.6887245341493067,Exp(0.1),692.5,5.682803338152394,0.16,BA_4
56,0.06158989601430949,3.7527232723103854,Exp(0.1),810.9593546833203,9.533853436191722,0.17,BA_4
57,0.05905869549054851,1.9622426327295723,Exp(0.1),732.9593423800579,2.6903646074570906,0.18,BA_4
58,0.1314360698911227,7.835250927568498,Exp(0.1),1040.0,13.067007889519113,0.2,BA_4
59,0.0914476961612776,3.6932395650840255,Exp(0.1),1016.5,9.469097964784677,0.19,BA_4
60,0.08047969647492229,2.6790310077190957,Exp(0.1),507.0,4.5685229238285965,0.11,BA_4
61,0.06829459492904598,2.8822054249952687,Exp(0.1),879.0,5.8581949003817,0.18,BA_4
62,0.06799303611380185,1.7784415964848843,Exp(0.1),1070.5,2.7885007860166486,0.22,BA_4
63,0.05667596436690475,1.6663766171836745,Exp(0.1),691.0,1.998588868928777,0.17,BA_4
64,0.06204525455976166,1.9671845307342908,Exp(0.1),957.007735768724,4.101814232438026,0.21,BA_4
65,0.06909294127243272,2.3901442053869624,Exp(0.1),1067.5,4.318433743961542,0.21,BA_4
66,0.0806011290445609,2.671673925901357,Exp(0.1),980.5,4.37705036081684,0.18,BA_4
67,0.05199986625561945,2.8690006835404915,Exp(0.1),1003.5,7.458791456812228,0.21,BA_4
68,0.08253165479207346,3.4871778739456367,Exp(0.1),345.0,6.4078067363905395,0.08,BA_4
69,0.054997332523759164,1.3650604929108214,Exp(0.1),900.5,1.5668281518544624,0.2,BA_4
70,0.04921492543484854,1.4649866258673498,Exp(0.1),776.5,1.4616335921356691,0.18,BA_4
71,0.05045596041560695,1.5501513838308212,Exp(0.1),763.5,3.148938137700825,0.2,BA_4
72,0.05457427564915174,1.9665628824606358,Exp(0.1),832.0,2.787765338273822,0.16,BA_4
73,0.07579049983299907,5.145147302165356,Exp(0.1),877.5,10.925218649897015,0.18,BA_4
74,0.05075646414135925,3.257539315331872,Exp(0.1),808.0,8.284937907694662,0.17,BA_4
